Standard,Category,Style Name,Internal Name
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,HoleTable,Hole Table (ANSI),"1:Hole Table (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,Leader,General (ANSI),"1:General (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,DatumTarget,Datum Target (ANSI),"1:Datum Target (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,RevisionTable,Revision Table (ANSI),"1:Revision Table_Note Text (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,Balloon,Balloon (ANSI),"1:Balloon (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,Id,Datum ID (ANSI),"1:Datum ID (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,Id,Datum ID (ANSI),"1:Datum ID (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,FeatureControlFrame,Feature Control Frame (ANSI),1:Feature Control Frame (ANSI) 
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,Weld,Weld Symbol (ANSI),"1:Weld Symbol (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,SurfaceTexture,Surface Texture (ANSI),"1:Surface Texture (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,Leader,General (ANSI),"1:General (ANSI)
"
hitech shop draiwng standards,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hitech shop draiwng standards,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hitech shop draiwng standards,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hitech shop draiwng standards,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hitech shop draiwng standards,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hitech shop draiwng standards,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hitech shop draiwng standards,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hitech shop draiwng standards,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hitech shop draiwng standards,TransitionSymbol,Transition Symbol (Object Defaults (ANSI)),"1:Transition Symbol (Object Defaults (ANSI))
"
hitech shop draiwng standards,EdgeSymbol,Edge Symbol (Object Defaults (ANSI)),"1:Edge Symbol (Object Defaults (ANSI))
"
hitech shop draiwng standards,ViewAnnotation,View Annotation (ANSI) Shop Drawing,"1:View Annotation (ANSI) Shop Drawing
"
hitech shop draiwng standards,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
hitech shop draiwng standards,RevisionTable,Revision Table (ANSI),"1:Revision Table_Note Text (ANSI)
"
hitech shop draiwng standards,Table,Table (ANSI),"1:Table (ANSI)
"
hitech shop draiwng standards,HoleTable,Punch Table (ANSI),"1:Punch Table (ANSI)
"
hitech shop draiwng standards,HoleTable,Hole Table (ANSI),"1:Hole Table (ANSI)
"
hitech shop draiwng standards,Layers,Background Objects,"1:Copy (1) of Copy (1) of Bend Centerline (ANSI)
"
hitech shop draiwng standards,Layers,Referenced Objects,"1:Copy (1) of Bend Centerline (ANSI)
"
hitech shop draiwng standards,Layers,Overlay (ANSI),"1:Overlay (ANSI)
"
hitech shop draiwng standards,Layers,3D Sketch Geometry (ANSI),"1:3D Sketch Geometry (ANSI)
"
hitech shop draiwng standards,Layers,Title (ANSI),"1:Layer2
"
hitech shop draiwng standards,Layers,Border (ANSI),"1:Layer1
"
hitech shop draiwng standards,Layers,Work Point (ANSI),"1:Work Point (ANSI)
"
hitech shop draiwng standards,Layers,Work Plane (ANSI),"1:Work Plane (ANSI)
"
hitech shop draiwng standards,Layers,Work Axis (ANSI),"1:Work Axis (ANSI)
"
hitech shop draiwng standards,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
hitech shop draiwng standards,Layers,Visible (ANSI),"1:Visible (ANSI)
"
hitech shop draiwng standards,Layers,Tweak Trail (ANSI),"1:Tweak Trail (ANSI)
"
hitech shop draiwng standards,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hitech shop draiwng standards,Layers,Sketch Geometry (ANSI),"1:Sketch Geometry (ANSI)
"
hitech shop draiwng standards,Layers,Section Line (ANSI),"1:Section Line (ANSI)
"
hitech shop draiwng standards,Layers,Reference (ANSI),"1:Reference (ANSI)
"
hitech shop draiwng standards,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hitech shop draiwng standards,Layers,Hidden (ANSI),"1:Hidden (ANSI)
"
hitech shop draiwng standards,Layers,Hatch (ANSI),"1:Hatch (ANSI)
"
hitech shop draiwng standards,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hitech shop draiwng standards,Layers,Detail Boundary (ANSI),"1:Detail Boundary (ANSI)
"
hitech shop draiwng standards,Layers,Centerline (ANSI),"1:Centerline (ANSI)
"
hitech shop draiwng standards,Layers,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hitech shop draiwng standards,Layers,Break Line (ANSI),"1:Break Line (ANSI)
"
hitech shop draiwng standards,Layers,Bend Extent (ANSI),"1:Bend Extent (ANSI)
"
hitech shop draiwng standards,Layers,Bend Centerline (ANSI),"1:Bend Centerline (ANSI)
"
hitech shop draiwng standards,PartsList,Parts List (ANSI-AIP),"1:Parts List (ANSI-AIP)
"
hitech shop draiwng standards,PartsList,Material List (ANSI),"1:Material List (ANSI)
"
hitech shop draiwng standards,PartsList,Parts List (ANSI),"1:Parts List (ANSI)
"
hitech shop draiwng standards,Text,DEFAULT-ANSI TitleBlock,"1:DEFAULT-ANSI TitleBlock
"
hitech shop draiwng standards,Text,Note Text (ANSI) Shop Drawing,"1:Note Text (ANSI) Shop Drawing
"
hitech shop draiwng standards,Text,Label Text (ANSI) Shop Drawing,"1:Label Text (ANSI) Shop Drawing
"
hitech shop draiwng standards,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hitech shop draiwng standards,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Shop Drawing,"1:Default (ANSI) Shop Drawing
"
hitech shop draiwng standards,Dimension,Default - Fraction (ANSI) Shop Drawing,"1:Default - Fraction (ANSI) Shop Drawing
"
hitech shop draiwng standards,Dimension,Architectural (ANSI) Listing,"1:Architectural (ANSI) Listing
"
hitech shop draiwng standards,Dimension,Default - mm [in] (ANSI),"1:Default - mm [in] (ANSI)
"
hitech shop draiwng standards,Dimension,Default - in [mm] (ANSI),"1:Default - in [mm] (ANSI)
"
hitech shop draiwng standards,Dimension,Architectural (ANSI) Shop Drawing,"1:Architectural (ANSI)
"
hitech shop draiwng standards,Dimension,Default - Fraction (ANSI) Listing,"1:Default - Fraction (ANSI)
"
hitech shop draiwng standards,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hitech shop draiwng standards,Hatch,Hatch (ANSI),"1:Hatch (ANSI)
"
hitech shop draiwng standards,Id,Datum ID (ANSI),"1:Datum ID (ANSI)
"
hitech shop draiwng standards,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hitech shop draiwng standards,DatumTarget,Datum Target (ANSI),"1:Datum Target (ANSI)
"
hitech shop draiwng standards,FeatureControlFrame,Feature Control Frame (ANSI),1:Feature Control Frame (ANSI) 
hitech shop draiwng standards,WeldBead,Weld Bead Recovery (ANSI),"1:Weld Bead Recovery (ANSI)
"
hitech shop draiwng standards,Weld,Weld Symbol (ANSI),"1:Weld Symbol (ANSI)
"
hitech shop draiwng standards,SurfaceTexture,Surface Texture (ANSI),"1:Surface Texture (ANSI)
"
hitech shop draiwng standards,Balloon,Balloon (ANSI),"1:Balloon (ANSI)
"
hitech shop draiwng standards,Leader,Large (ANSI),"1:Large (ANSI)
"
hitech shop draiwng standards,Leader,General (ANSI),"1:General (ANSI)
"
hitech shop draiwng standards,Leader,Datum (ANSI),"1:Datum (ANSI)
"
hitech shop draiwng standards,Leader,Alternate (ANSI),"1:Alternate (ANSI)
"
hitech shop draiwng standards,ObjectDefaults,Object Defaults (ANSI),"1:Object Defaults (ANSI)
"
hitech shop draiwng standards,Standard,HiTech Shop Drawing Standards,"1:HiTech Shop Drawing Standards
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Alternate (ANSI),"1:Alternate (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Datum (ANSI),"1:Datum (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Datum (ANSI),"1:Datum (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Label Text (ANSI),"1:Label Text (ANSI)
"
hi-tech,Text,Label Text (ANSI),"1:Label Text (ANSI)
"
hi-tech,Text,Label Text (ANSI),"1:Label Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI),"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI),"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI),"1:Note Text (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Datum (ANSI),"1:Datum (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Leader,Alternate (ANSI),"1:Alternate (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,TransitionSymbol,Transition Symbol (Object Defaults (ANSI)),"1:Transition Symbol (Object Defaults (ANSI))
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,EdgeSymbol,Edge Symbol (Object Defaults (ANSI)),"1:Edge Symbol (Object Defaults (ANSI))
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Layers,Break Line (ANSI),"1:Break Line (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech,Layers,Roll Centerline,"1:Roll Centerline
"
hi-tech,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech,Layers,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
hi-tech,Layers,Section Line (ANSI),"1:Section Line (ANSI)
"
hi-tech,Layers,Visible (ANSI),"1:Visible (ANSI)
"
hi-tech,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hi-tech,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
hi-tech,Table,Table (ANSI),"1:Table (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
hi-tech,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hi-tech,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
hi-tech,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech,Layers,Work Point (ANSI),"1:Work Point (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Layers,Bend Centerline (ANSI),"1:Bend Centerline (ANSI)
"
hi-tech,Layers,Bend Centerline (ANSI),"1:Bend Centerline (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Table,Table (ANSI),"1:Table (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Table,Table (ANSI),"1:Table (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Layers,3D Sketch Geometry (ANSI),"1:3D Sketch Geometry (ANSI)
"
hi-tech,Layers,Overlay (ANSI),"1:Overlay (ANSI)
"
hi-tech,Text,DEFAULT-ANSI TitleBlock,"1:DEFAULT-ANSI TitleBlock
"
hi-tech,Layers,Title (ANSI),"1:Layer2
"
hi-tech,Layers,Title (ANSI),"1:Layer2
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Layers,Border (ANSI),"1:Layer1
"
hi-tech,Layers,Border (ANSI),"1:Layer1
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Layers,Sketch Geometry (ANSI),"1:Sketch Geometry (ANSI)
"
hi-tech,Hatch,Hatch (ANSI),"1:Hatch (ANSI)
"
hi-tech,Layers,Hatch (ANSI),"1:Hatch (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Layers,Sketch Geometry (ANSI),"1:Sketch Geometry (ANSI)
"
hi-tech,Hatch,Hatch (ANSI),"1:Hatch (ANSI)
"
hi-tech,Layers,Hatch (ANSI),"1:Hatch (ANSI)
"
hi-tech,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech,Layers,Work Point (ANSI),"1:Work Point (ANSI)
"
hi-tech,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech,Layers,Work Axis (ANSI),"1:Work Axis (ANSI)
"
hi-tech,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech,Layers,Work Plane (ANSI),"1:Work Plane (ANSI)
"
hi-tech,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Layers,Tweak Trail (ANSI),"1:Tweak Trail (ANSI)
"
hi-tech,Layers,Break Line (ANSI),"1:Break Line (ANSI)
"
hi-tech,Layers,Break Line (ANSI),"1:Break Line (ANSI)
"
hi-tech,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
hi-tech,Layers,Section Line (ANSI),"1:Section Line (ANSI)
"
hi-tech,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
hi-tech,Layers,Detail Boundary (ANSI),"1:Detail Boundary (ANSI)
"
hi-tech,Layers,Reference (ANSI),"1:Reference (ANSI)
"
hi-tech,Layers,Bend Extent (ANSI),"1:Bend Extent (ANSI)
"
hi-tech,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hi-tech,Layers,Hidden (ANSI),"1:Hidden (ANSI)
"
hi-tech,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hi-tech,Layers,Hidden (ANSI),"1:Hidden (ANSI)
"
hi-tech,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
hi-tech,Layers,Visible (ANSI),"1:Visible (ANSI)
"
hi-tech,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hi-tech,Layers,Visible (ANSI),"1:Visible (ANSI)
"
hi-tech,WeldBead,Weld Bead Recovery (ANSI),"1:Weld Bead Recovery (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,WeldBead,Weld Bead Recovery (ANSI),"1:Weld Bead Recovery (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech,Layers,Centerline (ANSI),"1:Centerline (ANSI)
"
hi-tech,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech,Layers,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech,RevisionTable,Revision Table (ANSI),"1:Revision Table_Note Text (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,PartsList,Parts List (ANSI),"1:Parts List (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,HoleTable,Hole Table (ANSI),"1:Hole Table (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,DatumTarget,Datum Target (ANSI),"1:Datum Target (ANSI)
"
